NUSER,LOAD_0,LOAD_1,LOAD_2,SR,RES_TIME_s0,RES_TIME_s1,RES_TIME_s2,RES_TIME_s3,RES_TIME_s4,RES_TIME_s5,RES_TIME_s6,RES_TIME_s7,RES_TIME_s8,RES_TIME_s9,CPU_s0,CPU_s1,CPU_s2,CPU_s3,CPU_s4,CPU_s5,CPU_s6,CPU_s7,CPU_s8,CPU_s9,MEM_s0,MEM_s1,MEM_s2,MEM_s3,MEM_s4,MEM_s5,MEM_s6,MEM_s7,MEM_s8,MEM_s9
1,1,0,0,10,6.272160846844065,7.005000092499767,4.964412793233554,1.575707024084118,4.797963002357281,2.2581583156256544,2.309590282883229,4.990325502328716,1.652080378487272,2.3179798018102225,6.2,6.905555555555556,8.233333333333333,4.572222222222222,11.144444444444444,6.25,4.311111111111111,5.233333333333333,3.605555555555556,5.277777777777778,127.0,154.0,156.0,63.0,161.92777777777778,150.0,142.0,146.0,63.0,145.0
1,1,0,0,10,6.639278652875072,6.963641396977834,4.906586966037714,1.586179201694904,4.863082059364926,2.3023370148867923,2.314265884958115,4.910670257826576,1.5944745726301337,2.2279450094406146,5.516666666666667,7.405555555555556,8.733333333333333,4.555555555555555,10.683333333333334,6.45,3.905555555555555,4.866666666666666,3.8777777777777778,5.177777777777778,127.0,155.0,156.95555555555555,63.0,161.95555555555555,150.0,142.0,146.0,63.0,145.0
1,1,0,0,10,6.460221332140352,7.078827708224904,5.083251207410782,1.603622407977064,4.641890133145686,2.3121666833910064,2.298093877432924,4.902553099757651,1.6438276386271888,2.284202836798849,5.938888888888889,7.394444444444445,8.85,4.483333333333333,10.838888888888889,6.511111111111111,4.483333333333333,5.055555555555555,3.605555555555556,5.055555555555555,127.0,155.0,156.3111111111111,63.0,161.61666666666667,150.0,142.0,146.0,63.0,145.0
1,1,0,0,10,6.682518621626074,7.010632662306969,4.94559887454398,1.5951794268872366,4.9798604516675775,2.277014717556636,2.3192875279925587,4.903110098941972,1.625921556996197,2.302829725204908,5.8277777777777775,7.294444444444444,8.572222222222223,4.05,11.2,6.561111111111111,4.361111111111111,4.783333333333333,3.6277777777777778,4.977777777777778,127.0,154.73333333333332,156.0,63.0,161.42222222222222,150.0,142.0,146.0,63.0,145.0
1,1,0,0,10,6.176669615125584,7.1661483445517815,4.983883654020839,1.5803145590527694,4.994944846128425,2.344488235137007,2.3248052679564792,4.835010821574102,1.5957755743756377,2.2698007810858187,6.2444444444444445,6.7444444444444445,8.366666666666667,4.122222222222222,10.177777777777775,6.555555555555555,4.122222222222222,5.2444444444444445,3.6222222222222222,5.2444444444444445,127.0,155.0,156.0,63.0,161.62222222222223,150.0,142.0,146.0,63.0,145.0
1,0,1,0,1,5.747753202676447,6.531209629402463,4.750994713445537,1.5528063563004084,4.763077649027728,2.2506042876632084,2.3014609506030315,4.9081228654148825,1.5600738698653993,2.275846851402353,18.572222222222223,10.683333333333334,11.994444444444444,4.416666666666667,11.738888888888887,5.161111111111111,2.9277777777777776,3.361111111111111,3.2333333333333334,3.2333333333333334,90.33888888888887,117.43888888888888,117.87222222222222,61.0,120.56666666666666,115.74444444444444,111.43888888888888,114.12777777777778,60.0,113.43888888888888
1,0,1,0,1,5.854223116913536,7.290035527044106,4.813225187496073,1.5583154131953945,4.828289987523249,2.296166560229842,2.2717618659681675,5.020883319272787,1.5803092934744278,2.251519103491115,19.1,10.455555555555556,12.744444444444444,4.438888888888889,11.605555555555556,5.055555555555555,3.183333333333333,3.8,3.183333333333333,3.183333333333333,107.72777777777776,124.52777777777776,125.41666666666669,62.11111111111112,126.72777777777776,120.11111111111111,113.83888888888887,117.0,61.727777777777774,116.11111111111111
1,0,1,0,1,5.659956844955105,6.610091893287135,4.762626922597373,1.558248697084699,4.899626120277389,2.253133760742608,2.302240837836409,4.877348862279548,1.5731309593130116,2.2499013895687607,18.988888888888887,10.511111111111113,12.466666666666669,4.611111111111111,11.488888888888887,5.272222222222222,2.9444444444444446,3.911111111111111,3.2888888888888888,3.605555555555556,107.0,122.7,123.7,62.0,125.66111111111113,119.34444444444443,113.0,116.66111111111113,61.0,116.0
1,0,1,0,1,5.748316861576089,7.095399483630281,4.931535254642841,1.579049217648657,4.783288403718334,2.259149435869217,2.300342651330156,4.822548935679375,1.5774824432417125,2.2300116108601435,18.36111111111111,9.883333333333333,12.333333333333334,4.472222222222222,11.516666666666667,5.288888888888889,3.1444444444444444,3.45,3.1444444444444444,3.655555555555555,105.35,119.02222222222224,120.02222222222224,61.0,122.5111111111111,116.71666666666668,112.0,115.0,60.81666666666667,114.0
1,0,1,0,1,5.886532608005366,6.655820393310326,4.965114664516858,1.589725678546269,4.678503674139382,2.220807573249444,2.2861180445624707,4.856483269469053,1.58844338791713,2.264304525642029,19.18888888888889,10.694444444444445,12.477777777777778,4.527777777777778,12.438888888888888,5.416666666666667,2.7444444444444445,3.911111111111111,3.055555555555556,3.638888888888889,107.0,120.85555555555555,121.85555555555555,62.0,124.16111111111113,118.0,112.58333333333331,116.0,61.0,115.27222222222224
1,0,1,0,5,5.887194489762506,6.990897994296978,4.934439781281498,1.5801426443375612,4.944069919708584,2.3054748720957234,2.315550259403226,4.693659161045704,1.6351737971478475,2.3254093518298555,18.866666666666667,10.794444444444444,12.088888888888889,4.388888888888889,12.4,5.5,2.911111111111111,3.894444444444445,3.094444444444445,3.4055555555555554,125.0,149.0,154.0,63.0,154.0,147.0,141.0,143.0,63.0,144.0
1,0,1,0,5,5.983714273930534,6.691638960464016,4.829989293829267,1.5881010644172933,4.977981207536309,2.306627383753628,2.351304024226166,4.913118565808352,1.608608587083572,2.291069321983417,19.855555555555554,10.97222222222222,13.061111111111112,4.816666666666666,12.233333333333333,5.427777777777778,3.061111111111111,3.85,3.061111111111111,3.061111111111111,125.0,150.0,154.0,63.0,154.0,147.0,141.0,143.0,63.0,144.0
1,0,1,0,5,5.885692274445836,6.810939877115804,4.870209627066894,1.582333875429707,4.899913191399753,2.302823943546173,2.322709128438162,5.031769311342745,1.6000290866268292,2.2790397517202328,18.877777777777776,10.65,12.077777777777778,4.555555555555555,12.072222222222225,5.266666666666667,3.1333333333333333,3.5388888888888888,3.1333333333333333,3.1333333333333333,125.0,149.7111111111111,154.0,63.0,154.0,147.0,141.0,143.0,63.0,144.0
1,0,1,0,5,5.787253876218407,6.876776592513506,4.938735439957652,1.605621047191734,4.928152186272573,2.3204267285087465,2.3226237468147053,4.847628095865667,1.624290184050004,2.303993642668833,19.655555555555555,10.772222222222222,12.822222222222225,4.75,12.21111111111111,5.011111111111111,3.311111111111111,3.566666666666667,3.0055555555555555,3.0055555555555555,125.0,149.25555555555556,154.0,63.0,154.0,147.0,141.0,143.0,63.0,144.0
1,0,1,0,5,5.960622876091293,7.069332257723085,4.993724463184852,1.5953408121731627,4.99739458547827,2.3522763432519507,2.4279004913464046,5.122084748128127,1.6136728106823666,2.3220679595291944,19.61111111111111,11.105555555555556,12.383333333333333,4.5,12.405555555555557,5.772222222222222,3.2222222222222223,3.8333333333333335,3.2222222222222223,3.522222222222222,125.31111111111112,149.0,154.0,63.0,154.0,147.0,141.0,143.0,63.0,144.0
1,0,1,0,10,5.986584599175537,6.975695191175436,4.862481292525999,1.5895724006273018,4.824132715622263,2.3516670804626,2.299856475363457,4.780622443380081,1.62185536297839,2.3330324710353607,20.488888888888887,11.072222222222225,13.5,5.266666666666667,12.572222222222225,5.583333333333333,3.1333333333333333,3.4277777777777776,3.1333333333333333,3.1333333333333333,127.0,154.0,156.0,63.0,161.0,150.0,142.0,146.0,63.0,145.0
1,0,1,0,10,5.9462175036463565,6.83123360289281,4.838152714408793,1.6117416283727468,4.715280755138703,2.3353251975473674,2.305112010846039,4.928565394220641,1.6195930134337788,2.31273593992929,19.7,11.11111111111111,12.877777777777778,4.877777777777778,11.977777777777778,5.155555555555556,3.077777777777778,3.6666666666666665,3.077777777777778,3.6666666666666665,127.0,154.0,156.0,63.0,161.62222222222223,150.0,142.0,146.0,63.0,145.0
1,0,1,0,10,5.927850457545738,7.329002059722209,4.966224911166046,1.584056215405225,4.880259051237123,2.357609926304161,2.3145794711267564,5.181917028583726,1.623144884933436,2.3640157858419304,19.53333333333333,10.677777777777775,12.633333333333333,4.811111111111111,12.322222222222225,5.527777777777778,2.65,3.6777777777777776,3.161111111111111,3.4722222222222223,127.0,154.0,156.0,63.0,161.61666666666667,150.0,142.0,146.0,63.0,145.0
1,0,1,0,10,5.960014926516754,7.409749575958284,4.937941311068272,1.6269772939454132,4.745639348402619,2.3338206899526326,2.3779677757351565,5.048448776380673,1.71758681889264,2.314702822140565,19.55,11.11111111111111,13.022222222222222,5.005555555555556,12.52777777777778,5.75,3.033333333333333,3.7111111111111112,3.094444444444445,3.65,127.30555555555556,154.0,156.0,63.0,161.0,150.0,142.0,146.0,63.0,145.0
1,0,1,0,10,5.864136323425496,6.888735399205106,4.951617281130893,1.6077055759474392,4.889955891770344,2.349903893633085,2.356618889591542,5.089310086429835,1.619692191457876,2.300620973166228,19.58888888888889,10.583333333333334,12.705555555555556,4.755555555555556,12.083333333333334,5.194444444444445,3.25,3.6944444444444446,3.3833333333333333,3.561111111111111,127.0,154.0,156.0,63.0,161.30555555555554,150.0,142.0,146.0,63.0,145.0
1,0,0,1,1,6.55100219193003,7.359581712123117,5.140810199998558,1.5360129818170456,4.846137509078592,2.277824209088728,2.39985823030276,5.056056784871654,1.6552556575940496,2.246932478787626,6.555555555555555,7.25,8.566666666666666,4.472222222222222,11.033333333333331,6.483333333333333,3.7777777777777777,5.166666666666667,3.7777777777777777,5.166666666666667,62.27222222222223,76.36111111111111,81.72222222222223,55.327777777777776,82.72777777777777,78.70555555555555,65.39444444444445,70.35,55.327777777777776,72.33888888888889
1,0,0,1,1,6.425231676711332,7.075825120472725,5.063413608459963,1.557503665672669,4.727428804175997,2.236830340392311,2.281075533135729,4.832743126530385,1.6369725662998351,2.22748150602193,6.633333333333334,7.25,8.65,4.305555555555555,10.61111111111111,6.266666666666667,3.688888888888889,5.344444444444444,3.633333333333333,5.288888888888889,71.17222222222222,115.72777777777776,116.67222222222222,60.36111111111112,118.72777777777776,114.03333333333332,110.05555555555556,114.0,59.05555555555556,112.67222222222222
1,0,0,1,1,6.418040443786522,7.272324283116155,5.04614388853634,1.5752204216812926,4.765931298165979,2.252550054211508,2.2900969277225705,4.836126442772085,1.640384927753415,2.1871866204503063,6.422222222222223,7.333333333333333,8.222222222222221,4.622222222222222,10.955555555555556,5.822222222222222,3.7111111111111112,5.222222222222222,3.7111111111111112,4.911111111111111,70.0,114.28888888888888,114.88888888888889,59.6,117.2,112.6,108.88888888888889,113.5111111111111,59.0,110.6
1,0,0,1,1,6.611453391568023,7.036900000016486,5.059667644615499,1.5446538433731902,4.658135216875809,2.244273891556734,2.345259560247157,5.038888873437521,1.6283287650421918,2.20612134037502,6.522222222222222,7.144444444444445,8.516666666666667,4.527777777777778,10.816666666666666,5.755555555555556,3.761111111111111,5.294444444444444,3.761111111111111,5.294444444444444,69.0,110.68888888888888,111.37222222222222,59.0,112.37222222222222,108.37222222222222,100.52222222222224,104.06111111111112,59.144444444444446,106.68888888888888
1,0,0,1,1,6.34951754326679,7.482639153640338,5.031132683751525,1.567600388584487,4.771746493966623,2.2325498523870526,2.3018351867734284,4.976973608421188,1.644556695805751,2.198094813248173,6.444444444444445,7.277777777777778,8.63888888888889,4.555555555555555,11.055555555555555,6.133333333333334,3.7222222222222223,5.083333333333333,3.7222222222222223,5.083333333333333,69.83333333333333,112.74444444444444,113.52777777777776,59.0,115.05,110.52777777777776,107.52777777777776,111.36111111111111,59.0,109.36111111111111
1,0,0,1,5,6.561919664487835,7.20713481505024,5.139214399572335,1.5708367515992103,4.873686100053777,2.2596101908923383,2.356329030281455,4.993832115173008,1.6188183425666385,2.204854457787323,6.644444444444445,7.388888888888889,8.438888888888888,4.411111111111111,10.927777777777775,6.333333333333333,3.6666666666666665,5.155555555555556,3.6666666666666665,5.155555555555556,125.0,149.0,154.0,63.0,154.0,146.12777777777777,141.0,143.0,63.0,144.0
1,0,0,1,5,6.273782325227232,7.160991454718414,5.158496734867481,1.5874217620131024,4.960001135719744,2.2863303554431584,2.3603377865868653,4.918423123558295,1.6450438796304494,2.198987581400013,6.438888888888889,7.283333333333333,8.322222222222223,4.35,11.255555555555556,5.816666666666666,3.933333333333333,5.083333333333333,3.933333333333333,5.083333333333333,125.0,149.0,154.0,63.0,154.0,147.0,141.0,143.0,63.0,144.0
1,0,0,1,5,6.692366571694194,7.346547929839951,5.098772587812026,1.6134556607787751,4.803904987806384,2.293243615029937,2.3453792546316627,4.875447542563603,1.6225031516858672,2.2108798241375056,6.516666666666667,7.211111111111111,8.444444444444445,4.55,11.372222222222222,6.205555555555556,3.894444444444445,5.205555555555556,3.933333333333333,5.205555555555556,125.31111111111112,149.0,154.0,63.0,154.0,147.0,141.0,143.0,63.0,144.3111111111111
1,0,0,1,5,6.621975949736115,7.311390427154644,5.069013221377232,1.58592105786242,4.812777875728595,2.284715036468256,2.343946815138528,5.022185969529815,1.6352420090697706,2.22721501217386,6.6,7.616666666666666,8.53888888888889,4.461111111111111,11.077777777777778,6.294444444444444,3.955555555555556,5.277777777777778,3.955555555555556,5.277777777777778,125.0,149.0,154.0,63.0,154.0,146.81666666666666,141.0,143.0,63.0,144.0
1,0,0,1,5,6.643699280987612,7.129326763330909,5.219978684732324,1.600558433071428,4.693916593973744,2.2403570546003087,2.314211369582953,5.142085066472646,1.596985312150509,2.2554983426358155,6.583333333333333,7.472222222222222,8.63888888888889,4.527777777777778,11.27777777777778,6.277777777777778,3.9444444444444446,5.111111111111111,3.9444444444444446,5.111111111111111,125.0,149.0,154.0,63.0,154.0,147.0,141.0,143.0,63.0,144.0
1,0,0,1,10,6.526911026043253,7.282956793973096,5.105839633677423,1.5808986906477278,4.883614321597358,2.269423876052976,2.367790054069536,5.047882370347383,1.617893200080179,2.253929097081929,6.622222222222222,6.927777777777778,8.572222222222223,4.355555555555555,10.838888888888889,6.0777777777777775,3.811111111111111,5.216666666666667,3.811111111111111,5.216666666666667,127.0,154.0,156.0,63.0,161.0,150.0,142.0,146.0,63.0,145.0
1,0,0,1,10,6.828190274201475,7.498618763797409,5.123345561062734,1.5732167700965267,4.948114633258559,2.2854229702109783,2.3239085723286155,4.926996039240763,1.6325424938148707,2.241724315117057,6.488888888888889,7.638888888888889,8.7,4.583333333333333,11.45,6.488888888888889,3.744444444444445,5.116666666666666,3.744444444444445,5.116666666666666,127.0,154.0,156.0,63.0,161.0,150.0,142.0,146.0,63.0,145.0
1,0,0,1,10,6.564723466232889,7.162767346280049,5.057238204573373,1.5678488488480202,4.7755935878499205,2.259811801239441,2.307214150562916,4.900893813342064,1.6065850089593785,2.208189208376788,6.511111111111111,7.277777777777778,8.655555555555555,4.522222222222222,10.8,6.511111111111111,3.755555555555556,4.977777777777778,3.755555555555556,5.288888888888889,127.0,154.0,156.0,63.0,161.0,150.0,142.0,146.0,63.0,145.0
1,0,0,1,10,6.56028235669275,7.058773206093552,5.079599154259857,1.559530413898448,4.909703730826415,2.255921126837193,2.346538830456804,5.015930666448901,1.6160991968001437,2.2419504636094314,6.588888888888889,7.211111111111111,8.144444444444444,4.416666666666667,10.938888888888888,5.966666666666667,3.794444444444444,5.344444444444444,3.794444444444444,5.344444444444444,127.0,154.0,156.0,63.0,161.0,150.0,142.0,146.0,63.0,145.0
1,0,0,1,10,6.462701408261895,7.30507715771003,5.162328536574602,1.583468527788875,4.9032564879973615,2.2785282517857426,2.381341045089137,4.898518133047743,1.6316287997831365,2.1974944631713726,6.555555555555555,7.25,8.333333333333334,4.472222222222222,10.8,6.25,3.7777777777777777,5.166666666666667,3.7777777777777777,5.166666666666667,127.0,154.0,156.0,63.0,161.0,150.0,142.0,146.0,63.0,145.0
3,1,0,0,1,6.096537203395652,6.82860235523843,4.749504249988212,1.5562949140652498,4.690361586283104,2.245237410611721,2.263250312376355,4.710749328298506,1.5618298613623005,2.269766813826561,15.061111111111112,18.45,22.383333333333333,9.86111111111111,28.988888888888887,16.122222222222224,9.86111111111111,10.922222222222222,7.9222222222222225,11.227777777777778,113.0,136.30555555555554,138.0,62.0,138.30555555555554,133.0,128.35555555555555,133.0,62.0,132.0
3,1,0,0,1,6.10256798597742,6.826668536735962,4.807178623771047,1.5835875327726312,4.639176683416614,2.279419723618048,2.28825528755135,4.685726815395997,1.592793580274909,2.263391519609414,14.46111111111111,18.916666666666668,21.183333333333334,9.944444444444445,29.772222222222226,16.33888888888889,9.966666666666669,12.183333333333334,7.727777777777778,12.805555555555555,113.0,137.0,138.95555555555555,62.0,139.0,134.0,129.64444444444445,134.0,62.0,133.0
3,1,0,0,1,6.311905501864283,6.834307349637004,4.769707175715406,1.5542522472720055,4.618399242986125,2.265469899985791,2.272610582508988,4.650525922922431,1.5528071577167295,2.249656922184052,14.883333333333333,18.727777777777774,21.27777777777778,9.683333333333334,29.7,16.38888888888889,10.255555555555556,11.97222222222222,7.966666666666667,12.333333333333334,113.0,137.0,138.3111111111111,62.0,139.0,134.0,129.0,134.0,62.31111111111111,133.0
3,1,0,0,1,6.157493028388749,6.855156113756869,4.831633664081959,1.5912983336713582,4.686250738871698,2.2724603912477765,2.286770778449712,4.77541487813984,1.575749576899618,2.279368211007569,14.516666666666667,19.03333333333333,21.55,9.927777777777775,29.427777777777777,16.83888888888889,9.305555555555555,11.311111111111112,8.144444444444444,12.55,113.0,136.11666666666667,138.0,62.0,138.0,133.0,129.0,133.73333333333332,62.0,132.42777777777778
3,1,0,0,1,6.191477885538166,6.892908447236405,4.818599651697822,1.583230433614485,4.703832887199945,2.274631333685312,2.302813104772443,4.691657041366062,1.5948081595675507,2.267746224301164,14.355555555555556,18.788888888888888,22.6,10.3,29.77777777777778,15.733333333333333,9.988888888888887,12.422222222222222,7.866666666666666,12.61111111111111,113.0,137.0,138.3111111111111,62.0,138.8111111111111,133.8111111111111,129.0,134.0,62.0,133.0
3,1,0,0,5,6.369803486249356,6.934376255650512,4.857562698859884,1.6337317735286692,4.7561344031829575,2.308045989954972,2.3074779278332778,4.789314541472923,1.6094474667266614,2.294048880617858,14.844444444444443,19.133333333333333,23.83888888888889,10.52777777777778,29.633333333333333,16.627777777777776,10.02777777777778,11.727777777777778,8.022222222222222,12.533333333333331,125.0,150.0,155.0,63.0,155.0,147.0,141.11666666666667,144.0,63.0,144.0
3,1,0,0,5,6.62352926585294,6.937600053401152,4.837571509330452,1.5997597508942425,4.72163365123599,2.3470874946464653,2.3209228439643126,4.786518538991818,1.6204904145839951,2.310996186939628,15.227777777777778,18.916666666666668,23.105555555555554,10.11111111111111,30.39444444444445,15.844444444444443,10.416666666666666,12.477777777777778,8.172222222222222,13.188888888888888,125.0,150.4111111111111,155.0,63.0,155.0,148.0,141.0,144.0,63.0,144.0
3,1,0,0,5,6.551048182651487,7.044958321890844,4.870155395661796,1.5773085435463063,5.094825623091897,2.284424565834598,2.3375427802374715,4.774241749196242,1.6066885979823846,2.331303983802364,15.172222222222222,19.344444444444445,23.52777777777778,10.627777777777778,30.55555555555556,16.755555555555556,10.344444444444443,12.28888888888889,8.394444444444444,12.911111111111111,125.0,150.0,155.0,63.0,155.0,147.65,141.3111111111111,144.0,63.0,144.0
3,1,0,0,5,6.413477764302193,6.906196499614516,4.918860120414887,1.6073508410812103,4.797768802711392,2.2983077502783176,2.325324675274399,4.675044961672642,1.6211182271316504,2.277121993762311,15.116666666666667,19.133333333333333,23.95555555555556,10.52777777777778,29.738888888888887,16.427777777777777,10.227777777777778,12.11111111111111,7.811111111111111,12.827777777777778,125.0,150.0,155.0,63.0,155.0,147.19444444444446,141.0,144.0,63.0,144.0
3,1,0,0,5,6.400918840977669,6.935420842852355,4.853902482926225,1.5973536077436985,4.91477022070505,2.2788416388628945,2.292092098178102,4.733015446690529,1.567209322606219,2.285355673873276,14.894444444444444,18.927777777777777,22.36111111111111,10.53888888888889,30.488888888888887,16.905555555555555,10.27777777777778,11.677777777777775,7.944444444444445,12.3,125.0,150.0,155.0,63.0,155.0,147.0,141.0,144.0,63.0,144.0
3,1,0,0,10,6.48035120700563,6.881344197735015,4.9051317391633145,1.6165767592289202,4.742575559979114,2.3083685339506728,2.314723486112777,4.704811807128916,1.6051424512483492,2.3056616241543235,15.566666666666666,20.466666666666665,22.73333333333333,10.383333333333333,31.044444444444444,16.933333333333334,10.383333333333333,12.283333333333331,7.861111111111111,12.2,127.0,155.0,157.0,63.0,162.0,150.0,142.0,146.0,63.0,145.0
3,1,0,0,10,6.2349817970532175,6.992731586422424,4.866889102498741,1.5936910209434465,4.78322700854685,2.347006629841672,2.315907785393972,4.700304818610535,1.5875460397052978,2.295459039869828,14.838888888888889,19.17222222222222,21.78333333333333,10.205555555555556,30.97222222222222,17.116666666666667,9.88888888888889,11.738888888888887,8.63888888888889,12.561111111111112,127.0,155.0,157.0,63.0,162.0,150.0,142.0,146.0,63.0,145.0
3,1,0,0,10,6.321799255014101,7.023807160484761,4.879953404758055,1.614316745836134,4.801280253953188,2.309084821340198,2.299380569159384,4.731420771248643,1.5872395534294004,2.295185946776099,14.77777777777778,18.844444444444445,22.45,10.13888888888889,30.816666666666663,16.72222222222222,10.45,12.088888888888889,7.888888888888889,12.52777777777778,127.0,155.0,157.0,63.0,162.0,150.0,142.0,146.0,63.0,145.0
3,1,0,0,10,6.304439908490167,7.037723170690567,4.942853623563117,1.632340460456806,4.852576779465105,2.314928182541941,2.332178411334803,4.771436115954955,1.6180012836780062,2.294552127652873,14.977777777777778,19.83888888888889,22.55555555555556,10.411111111111111,31.066666666666663,17.105555555555554,10.116666666666667,12.53888888888889,7.988888888888889,12.85,127.31111111111112,155.0,157.0,63.0,162.0,150.0,142.0,146.0,63.0,145.0
3,1,0,0,10,6.4004682768422,6.875645426308742,4.865826853806534,1.6121212421722155,4.742773188016145,2.33307291860626,2.308087037550973,4.850419694164656,1.5986779620403135,2.3007435318558604,15.477777777777778,19.33333333333333,23.31111111111111,10.8,30.366666666666667,16.466666666666665,10.122222222222222,12.455555555555556,8.38888888888889,13.066666666666666,127.0,155.0,157.0,63.0,162.0,150.0,142.0,146.0,63.0,145.0
3,0,1,0,1,5.930121470334624,6.99935841986608,4.861008877453505,1.580410450214297,4.846714831366998,2.311843812181969,2.3336075958852853,4.786441852620085,1.593075754004848,2.318439866776018,54.144444444444446,28.82777777777778,34.88333333333333,11.683333333333334,33.07222222222222,13.52777777777778,6.5,8.63888888888889,7.416666666666667,7.427777777777778,111.21111111111112,134.0,135.0,62.0,136.29444444444445,131.91666666666666,126.61111111111111,131.29444444444445,62.0,131.0
