NUSER,LOAD,SR,REQ/s_s0,RES_TIME_s0,CPU_s0,MEM_s0,REQ/s_s1,RES_TIME_s1,CPU_s1,MEM_s1,REQ/s_s2,RES_TIME_s2,CPU_s2,MEM_s2,REQ/s_s3,RES_TIME_s3,CPU_s3,MEM_s3,REQ/s_s4,RES_TIME_s4,CPU_s4,MEM_s4,REQ/s_s5,RES_TIME_s5,CPU_s5,MEM_s5,REQ/s_s6,RES_TIME_s6,CPU_s6,MEM_s6,REQ/s_s7,RES_TIME_s7,CPU_s7,MEM_s7,REQ/s_s8,RES_TIME_s8,CPU_s8,MEM_s8,REQ/s_s9,RES_TIME_s9,CPU_s9,MEM_s9
1,randomly_balanced,10,2.5970174454869794,6.176669615125584,6.2444444444444445,127.0,1.8486296224864305,7.1661483445517815,6.7444444444444445,155.0,1.9882542163298165,4.983883654020839,8.366666666666667,156.0,1.6084753210758065,1.5803145590527694,4.122222222222222,63.0,1.7369299474117217,4.994944846128425,10.177777777777775,161.62222222222223,2.211653566479234,2.344488235137007,6.555555555555555,150.0,1.9603292975611395,2.3248052679564792,4.122222222222222,142.0,1.9379893625461968,4.835010821574102,5.2444444444444445,146.0,1.6419852235982193,1.5957755743756377,3.6222222222222222,63.0,1.9379893625461968,2.2698007810858187,5.2444444444444445,145.0
1,unbalanced_one,1,10.806295493834185,5.747753202676447,18.572222222222223,90.33888888888887,0.9523433042777664,6.531209629402463,10.683333333333334,117.43888888888888,0.9579453237146944,4.750994713445537,11.994444444444444,117.87222222222222,0.9747513820254784,1.5528063563004084,4.416666666666667,61.0,0.8459049349761336,4.763077649027728,11.738888888888887,120.56666666666666,0.8178948377914935,2.2506042876632084,5.161111111111111,115.74444444444444,1.0195675375209028,2.3014609506030315,2.9277777777777776,111.43888888888888,0.8739150321607738,4.9081228654148825,3.361111111111111,114.12777777777778,0.9467412848408384,1.5600738698653993,3.2333333333333334,60.0,0.9803534014624066,2.275846851402353,3.2333333333333334,113.43888888888888
1,unbalanced_one,1,10.810314440923332,5.854223116913536,19.1,107.72777777777776,0.8276909142558992,7.290035527044106,10.455555555555556,124.52777777777776,0.8948009883847559,4.813225187496073,12.744444444444444,125.41666666666669,0.933948531626589,1.5583154131953945,4.438888888888889,62.11111111111112,0.8948009883847559,4.828289987523249,11.605555555555556,126.72777777777776,0.9283560254491844,2.296166560229842,5.055555555555555,120.11111111111111,1.0849461984165163,2.2717618659681675,3.183333333333333,113.83888888888887,0.9283560254491844,5.020883319272787,3.8,117.0,1.0290211366424693,1.5803092934744278,3.183333333333333,61.727777777777774,0.810913395723685,2.251519103491115,3.183333333333333,116.11111111111111
1,unbalanced_one,1,10.84472567403822,5.659956844955105,18.988888888888887,107.0,0.9976026718236708,6.610091893287135,10.511111111111113,122.7,0.8686989558015112,4.762626922597373,12.466666666666669,123.7,0.9807891436468674,1.558248697084699,4.611111111111111,62.0,0.8855124839783146,4.899626120277389,11.488888888888887,125.66111111111113,0.9135350309396536,2.253133760742608,5.272222222222222,119.34444444444443,0.8294673900556365,2.302240837836409,2.9444444444444446,113.0,0.935953068508725,4.877348862279548,3.911111111111111,116.66111111111113,0.963975615470064,1.5731309593130116,3.2888888888888888,61.0,0.963975615470064,2.2499013895687607,3.605555555555556,116.0
1,unbalanced_one,1,10.80146253190961,5.748316861576089,18.36111111111111,105.35,0.856725644055039,7.095399483630281,9.883333333333333,119.02222222222224,0.901521756162492,4.931535254642841,12.333333333333334,120.02222222222224,0.9519173822833767,1.579049217648657,4.472222222222222,61.0,0.901521756162492,4.783288403718334,11.516666666666667,122.5111111111111,0.8735241860953339,2.259149435869217,5.288888888888889,116.71666666666668,0.8511261300416074,2.300342651330156,3.1444444444444444,112.0,0.9575168962968084,4.822548935679375,3.45,115.0,1.0359100924848512,1.5774824432417125,3.1444444444444444,60.81666666666667,1.0359100924848512,2.2300116108601435,3.655555555555555,114.0
1,unbalanced_one,1,11.014447767799105,5.886532608005366,19.18888888888889,107.0,0.8378129640820818,6.655820393310326,10.694444444444445,120.85555555555555,0.8657400628848179,4.965114664516858,12.477777777777778,121.85555555555555,0.7819587664766097,1.589725678546269,4.527777777777778,62.0,0.9942047173774038,4.678503674139382,12.438888888888888,124.16111111111113,0.8769109024059123,2.220807573249444,5.416666666666667,118.0,0.8769109024059123,2.2861180445624707,2.7444444444444445,112.58333333333331,1.077986013785612,4.856483269469053,3.911111111111111,116.0,0.92159426049029,1.58844338791713,3.055555555555556,61.0,0.8713254826453651,2.264304525642029,3.638888888888889,115.27222222222224
1,unbalanced_one,5,10.732009677184292,5.887194489762506,18.866666666666667,125.0,0.9441486910172544,6.990897994296978,10.794444444444444,149.0,0.8435884754059491,4.934439781281498,12.088888888888889,154.0,0.9106286191468193,1.5801426443375612,4.388888888888889,63.0,0.9776687628876892,4.944069919708584,12.4,154.0,0.9162152977918916,2.3054748720957234,5.5,147.0,0.9050419405017468,2.315550259403226,2.911111111111111,141.0,1.0391222279834869,4.693659161045704,3.894444444444445,143.0,0.8547618326960941,1.6351737971478475,3.094444444444445,63.0,1.0000154774679797,2.3254093518298555,3.4055555555555554,144.0
1,unbalanced_one,5,10.920114235514198,5.983714273930534,19.855555555555554,125.0,0.987636230961202,6.691638960464016,10.97222222222222,150.0,0.9932478004552996,4.829989293829267,13.061111111111112,154.0,0.8754048410792472,1.5881010644172933,4.816666666666666,63.0,0.9202973970320292,4.977981207536309,12.233333333333333,154.0,0.8922395495615404,2.306627383753628,5.427777777777778,147.0,0.9202973970320292,2.351304024226166,3.061111111111111,141.0,0.8922395495615404,4.913118565808352,3.85,143.0,0.8697932715851494,1.608608587083572,3.061111111111111,63.0,0.8192891461382699,2.291069321983417,3.061111111111111,144.0
1,unbalanced_one,5,10.832168560718012,5.885692274445836,18.877777777777776,125.0,0.9999784282457576,6.810939877115804,10.65,149.7111111111111,0.8379707499266126,4.870209627066894,12.077777777777778,154.0,0.8547301649251449,1.582333875429707,4.555555555555555,63.0,0.9050084099207416,4.899913191399753,12.072222222222225,154.0,0.8938354665883868,2.302823943546173,5.266666666666667,147.0,0.9999784282457576,2.322709128438162,3.1333333333333333,141.0,0.9329407682516287,5.031769311342745,3.5388888888888888,143.0,0.9664595982486932,1.6000290866268292,3.1333333333333333,63.0,0.8994219382545642,2.2790397517202328,3.1333333333333333,144.0
1,unbalanced_one,5,11.116215090976045,5.787253876218407,19.655555555555555,125.0,0.9053930843328905,6.876776592513506,10.772222222222222,149.25555555555556,0.9780480849275052,4.938735439957652,12.822222222222225,154.0,0.8271492375386901,1.605621047191734,4.75,63.0,0.871860007135376,4.928152186272573,12.21111111111111,154.0,0.9277484691312334,2.3204267285087465,5.011111111111111,147.0,0.8606823147362045,2.3226237468147053,3.311111111111111,141.0,0.8103826989399329,4.847628095865667,3.566666666666667,143.0,0.9109819305324762,1.624290184050004,3.0055555555555555,63.0,0.9221596229316475,2.303993642668833,3.0055555555555555,144.0
1,unbalanced_one,5,10.714531030268532,5.960622876091293,19.61111111111111,125.31111111111112,1.037970193557264,7.069332257723085,11.105555555555556,149.0,0.8314922518281309,4.993724463184852,12.383333333333333,154.0,0.8928775858557111,1.5953408121731627,4.5,63.0,0.9821653444412822,4.99739458547827,12.405555555555557,154.0,0.9431019500600948,2.3522763432519507,5.772222222222222,147.0,0.9989067991760768,2.4279004913464046,3.2222222222222223,141.0,0.7980093423585418,5.122084748128127,3.8333333333333335,143.0,0.8538141914745238,1.6136728106823666,3.2222222222222223,63.0,0.9654238897064876,2.3220679595291944,3.522222222222222,144.0
1,unbalanced_one,10,11.021413195487575,5.986584599175537,20.488888888888887,127.0,0.9040349051488544,6.975695191175436,11.072222222222225,154.0,0.9151958299037786,4.862481292525999,13.5,156.0,0.8761325932615441,1.5895724006273018,5.266666666666667,63.0,0.86497166850662,4.824132715622263,12.572222222222225,161.0,0.8370693566193097,2.3516670804626,5.583333333333333,150.0,0.9151958299037786,2.299856475363457,3.1333333333333333,142.0,0.8426498189967717,4.780622443380081,3.4277777777777776,146.0,0.8761325932615441,1.62185536297839,3.1333333333333333,63.0,0.948678604168551,2.3330324710353607,3.1333333333333333,145.0
1,unbalanced_one,10,11.014187544641528,5.9462175036463565,19.7,127.0,0.89877556750496,6.83123360289281,11.11111111111111,154.0,0.9211053952690584,4.838152714408793,12.877777777777778,156.0,0.89877556750496,1.6117416283727468,4.877777777777778,63.0,0.8206211703306157,4.715280755138703,11.977777777777778,161.62222222222223,0.89877556750496,2.3353251975473674,5.155555555555556,150.0,1.0439194479715994,2.305112010846039,3.077777777777778,142.0,0.8931931105639354,4.928565394220641,3.6666666666666665,146.0,0.7927088856254927,1.6195930134337788,3.077777777777778,63.0,0.926687852210083,2.31273593992929,3.6666666666666665,145.0
1,unbalanced_one,10,10.838016038884696,5.927850457545738,19.53333333333333,127.0,0.9536556555954444,7.329002059722209,10.677777777777775,154.0,1.01536278625162,4.966224911166046,12.633333333333333,156.0,0.8078024376808469,1.584056215405225,4.811111111111111,63.0,0.9817043513482514,4.880259051237123,12.322222222222225,161.61666666666667,0.835851133433654,2.357609926304161,5.527777777777778,150.0,0.796582959379724,2.3145794711267564,2.65,142.0,0.9704848730471286,5.181917028583726,3.6777777777777776,146.0,1.0209725254021815,1.623144884933436,3.161111111111111,63.0,0.8638998291864612,2.3640157858419304,3.4722222222222223,145.0
1,unbalanced_one,10,11.045826889373554,5.864136323425496,19.58888888888889,127.0,0.9097876619342544,6.888735399205106,10.583333333333334,154.0,0.8930431037391453,4.951617281130893,12.705555555555556,156.0,0.8149018321619701,1.6077055759474392,4.755555555555556,63.0,0.9265322201293632,4.889955891770344,12.083333333333334,161.30555555555554,0.7869942351701218,2.349903893633085,5.194444444444445,150.0,0.8149018321619701,2.356618889591542,3.25,142.0,0.9656028559179508,5.089310086429835,3.6944444444444446,146.0,0.9042061425358848,1.619692191457876,3.3833333333333333,63.0,1.043744127495126,2.300620973166228,3.561111111111111,145.0
1,uniform,1,2.77585969013737,6.55100219193003,6.555555555555555,62.27222222222223,1.8505731267582468,7.359581712123117,7.25,76.36111111111111,1.8505731267582468,5.140810199998558,8.566666666666666,81.72222222222223,1.8505731267582468,1.5360129818170456,4.472222222222222,55.327777777777776,1.8505731267582468,4.846137509078592,11.033333333333331,82.72777777777777,1.8505731267582468,2.277824209088728,6.483333333333333,78.70555555555555,1.8505731267582468,2.39985823030276,3.7777777777777777,65.39444444444445,1.8505731267582468,5.056056784871654,5.166666666666667,70.35,1.8505731267582468,1.6552556575940496,3.7777777777777777,55.327777777777776,1.8505731267582468,2.246932478787626,5.166666666666667,72.33888888888889
1,uniform,1,2.781322494514608,6.425231676711332,6.633333333333334,71.17222222222222,1.854214996343072,7.075825120472725,7.25,115.72777777777776,1.854214996343072,5.063413608459963,8.65,116.67222222222222,1.854214996343072,1.557503665672669,4.305555555555555,60.36111111111112,1.854214996343072,4.727428804175997,10.61111111111111,118.72777777777776,1.854214996343072,2.236830340392311,6.266666666666667,114.03333333333332,1.854214996343072,2.281075533135729,3.688888888888889,110.05555555555556,1.854214996343072,4.832743126530385,5.344444444444444,114.0,1.854214996343072,1.6369725662998351,3.633333333333333,59.05555555555556,1.854214996343072,2.22748150602193,5.288888888888889,112.67222222222222
1,uniform,1,2.7801843498175187,6.418040443786522,6.422222222222223,70.0,1.853456233211679,7.272324283116155,7.333333333333333,114.28888888888888,1.853456233211679,5.04614388853634,8.222222222222221,114.88888888888889,1.853456233211679,1.5752204216812926,4.622222222222222,59.6,1.853456233211679,4.765931298165979,10.955555555555556,117.2,1.853456233211679,2.252550054211508,5.822222222222222,112.6,1.853456233211679,2.2900969277225705,3.7111111111111112,108.88888888888889,1.853456233211679,4.836126442772085,5.222222222222222,113.5111111111111,1.853456233211679,1.640384927753415,3.7111111111111112,59.0,1.853456233211679,2.1871866204503063,4.911111111111111,110.6
1,uniform,1,2.779304887337622,6.611453391568023,6.522222222222222,69.0,1.852869924891748,7.036900000016486,7.144444444444445,110.68888888888888,1.852869924891748,5.059667644615499,8.516666666666667,111.37222222222222,1.852869924891748,1.5446538433731902,4.527777777777778,59.0,1.852869924891748,4.658135216875809,10.816666666666666,112.37222222222222,1.852869924891748,2.244273891556734,5.755555555555556,108.37222222222222,1.852869924891748,2.345259560247157,3.761111111111111,100.52222222222224,1.852869924891748,5.038888873437521,5.294444444444444,104.06111111111112,1.852869924891748,1.6283287650421918,3.761111111111111,59.144444444444446,1.852869924891748,2.20612134037502,5.294444444444444,106.68888888888888
1,uniform,1,2.7735921426160024,6.34951754326679,6.444444444444445,69.83333333333333,1.8527818739406696,7.482639153640338,7.277777777777778,112.74444444444444,1.8527818739406696,5.031132683751525,8.63888888888889,113.52777777777776,1.8527818739406696,1.567600388584487,4.555555555555555,59.0,1.8527818739406696,4.771746493966623,11.055555555555555,115.05,1.8527818739406696,2.2325498523870526,6.133333333333334,110.52777777777776,1.8527818739406696,2.3018351867734284,3.7222222222222223,107.52777777777776,1.8527818739406696,4.976973608421188,5.083333333333333,111.36111111111111,1.8527818739406696,1.644556695805751,3.7222222222222223,59.0,1.8527818739406696,2.198094813248173,5.083333333333333,109.36111111111111
1,uniform,5,2.777403665011361,6.561919664487835,6.644444444444445,125.0,1.8516024433409075,7.20713481505024,7.388888888888889,149.0,1.8516024433409075,5.139214399572335,8.438888888888888,154.0,1.8516024433409075,1.5708367515992103,4.411111111111111,63.0,1.8516024433409075,4.873686100053777,10.927777777777775,154.0,1.8516024433409075,2.2596101908923383,6.333333333333333,146.12777777777777,1.8516024433409075,2.356329030281455,3.6666666666666665,141.0,1.8516024433409075,4.993832115173008,5.155555555555556,143.0,1.8516024433409075,1.6188183425666385,3.6666666666666665,63.0,1.8516024433409075,2.204854457787323,5.155555555555556,144.0
1,uniform,5,2.779207981005478,6.273782325227232,6.438888888888889,125.0,1.8528053206703188,7.160991454718414,7.283333333333333,149.0,1.8528053206703188,5.158496734867481,8.322222222222223,154.0,1.8528053206703188,1.5874217620131024,4.35,63.0,1.8528053206703188,4.960001135719744,11.255555555555556,154.0,1.8528053206703188,2.2863303554431584,5.816666666666666,147.0,1.8528053206703188,2.3603377865868653,3.933333333333333,141.0,1.8528053206703188,4.918423123558295,5.083333333333333,143.0,1.8528053206703188,1.6450438796304494,3.933333333333333,63.0,1.8528053206703188,2.198987581400013,5.083333333333333,144.0
1,uniform,5,2.77647454179525,6.692366571694194,6.516666666666667,125.31111111111112,1.8509830278635,7.346547929839951,7.211111111111111,149.0,1.8509830278635,5.098772587812026,8.444444444444445,154.0,1.8509830278635,1.6134556607787751,4.55,63.0,1.8509830278635,4.803904987806384,11.372222222222222,154.0,1.8509830278635,2.293243615029937,6.205555555555556,147.0,1.8509830278635,2.3453792546316627,3.894444444444445,141.0,1.8509830278635,4.875447542563603,5.205555555555556,143.0,1.8509830278635,1.6225031516858672,3.933333333333333,63.0,1.8509830278635,2.2108798241375056,5.205555555555556,144.3111111111111
1,uniform,5,2.776505868537729,6.621975949736115,6.6,125.0,1.851003912358486,7.311390427154644,7.616666666666666,149.0,1.851003912358486,5.069013221377232,8.53888888888889,154.0,1.851003912358486,1.58592105786242,4.461111111111111,63.0,1.851003912358486,4.812777875728595,11.077777777777778,154.0,1.851003912358486,2.284715036468256,6.294444444444444,146.81666666666666,1.851003912358486,2.343946815138528,3.955555555555556,141.0,1.851003912358486,5.022185969529815,5.277777777777778,143.0,1.851003912358486,1.6352420090697706,3.955555555555556,63.0,1.851003912358486,2.22721501217386,5.277777777777778,144.0
1,uniform,5,2.776825432781213,6.643699280987612,6.583333333333333,125.0,1.8512169551874755,7.129326763330909,7.472222222222222,149.0,1.8512169551874755,5.219978684732324,8.63888888888889,154.0,1.8512169551874755,1.600558433071428,4.527777777777778,63.0,1.8512169551874755,4.693916593973744,11.27777777777778,154.0,1.8512169551874755,2.2403570546003087,6.277777777777778,147.0,1.8512169551874755,2.314211369582953,3.9444444444444446,141.0,1.8512169551874755,5.142085066472646,5.111111111111111,143.0,1.8512169551874755,1.596985312150509,3.9444444444444446,63.0,1.8512169551874755,2.2554983426358155,5.111111111111111,144.0
1,uniform,10,2.7766170568897914,6.526911026043253,6.622222222222222,127.0,1.851078037926528,7.282956793973096,6.927777777777778,154.0,1.851078037926528,5.105839633677423,8.572222222222223,156.0,1.851078037926528,1.5808986906477278,4.355555555555555,63.0,1.851078037926528,4.883614321597358,10.838888888888889,161.0,1.851078037926528,2.269423876052976,6.0777777777777775,150.0,1.851078037926528,2.367790054069536,3.811111111111111,142.0,1.851078037926528,5.047882370347383,5.216666666666667,146.0,1.851078037926528,1.617893200080179,3.811111111111111,63.0,1.851078037926528,2.253929097081929,5.216666666666667,145.0
1,uniform,10,2.773585705768329,6.828190274201475,6.488888888888889,127.0,1.849057137178885,7.498618763797409,7.638888888888889,154.0,1.849057137178885,5.123345561062734,8.7,156.0,1.849057137178885,1.5732167700965267,4.583333333333333,63.0,1.849057137178885,4.948114633258559,11.45,161.0,1.849057137178885,2.2854229702109783,6.488888888888889,150.0,1.849057137178885,2.3239085723286155,3.744444444444445,142.0,1.849057137178885,4.926996039240763,5.116666666666666,146.0,1.849057137178885,1.6325424938148707,3.744444444444445,63.0,1.849057137178885,2.241724315117057,5.116666666666666,145.0
1,uniform,10,2.7791914922550407,6.564723466232889,6.511111111111111,127.0,1.8527943281700272,7.162767346280049,7.277777777777778,154.0,1.8527943281700272,5.057238204573373,8.655555555555555,156.0,1.8527943281700272,1.5678488488480202,4.522222222222222,63.0,1.8527943281700272,4.7755935878499205,10.8,161.0,1.8527943281700272,2.259811801239441,6.511111111111111,150.0,1.8527943281700272,2.307214150562916,3.755555555555556,142.0,1.8527943281700272,4.900893813342064,4.977777777777778,146.0,1.8527943281700272,1.6065850089593785,3.755555555555556,63.0,1.8527943281700272,2.208189208376788,5.288888888888889,145.0
1,uniform,10,2.767787422621849,6.56028235669275,6.588888888888889,127.0,1.8470516872738547,7.058773206093552,7.211111111111111,154.0,1.8470516872738547,5.079599154259857,8.144444444444444,156.0,1.8470516872738547,1.559530413898448,4.416666666666667,63.0,1.8470516872738547,4.909703730826415,10.938888888888888,161.0,1.8414714706959885,2.255921126837193,5.966666666666667,150.0,1.8414714706959885,2.346538830456804,3.794444444444444,142.0,1.8414714706959885,5.015930666448901,5.344444444444444,146.0,1.8414714706959885,1.6160991968001437,3.794444444444444,63.0,1.8414714706959885,2.2419504636094314,5.344444444444444,145.0
1,uniform,10,2.7774833565417203,6.462701408261895,6.555555555555555,127.0,1.8516555710278133,7.30507715771003,7.25,154.0,1.8516555710278133,5.162328536574602,8.333333333333334,156.0,1.8516555710278133,1.583468527788875,4.472222222222222,63.0,1.8516555710278133,4.9032564879973615,10.8,161.0,1.8516555710278133,2.2785282517857426,6.25,150.0,1.8516555710278133,2.381341045089137,3.7777777777777777,142.0,1.8516555710278133,4.898518133047743,5.166666666666667,146.0,1.8516555710278133,1.6316287997831365,3.7777777777777777,63.0,1.8516555710278133,2.1974944631713726,5.166666666666667,145.0
