NUSER,LOAD_0,LOAD_1,LOAD_2,SR,RES_TIME_viewProduct,RES_TIME_addToCart,RES_TIME_home,RES_TIME_setCurrency,RES_TIME_viewCart,RES_TIME_checkout,RES_TIME_logout,RES_TIME_cartEmpty,CPU_viewProduct,CPU_addToCart,CPU_home,CPU_setCurrency,CPU_viewCart,CPU_checkout,CPU_logout,CPU_cartEmpty,MEM_viewProduct,MEM_addToCart,MEM_home,MEM_setCurrency,MEM_viewCart,MEM_checkout,MEM_logout,MEM_cartEmpty
1,1,0,0,10,14.18552780510869,8.041470258538011,111.61987362431684,126.64495252649569,6.973562967823944,0.0,143.5152221832835,0.0,7.333333333333333,11.5,23.52777777777778,17.194444444444443,11.5,1.0,23.52777777777778,11.5,24.0,77.0,18.63888888888889,33.63333333333333,77.0,23.0,18.63888888888889,77.0
1,0,1,0,1,11.793875224816016,18.801265642218823,16.255985715401625,8.234416414154566,11.848072484212937,18.823363125051173,11.07621565648742,9.801686533904784,15.838888888888889,23.355555555555554,46.78888888888889,31.95,23.355555555555554,1.6611111111111112,46.78888888888889,23.355555555555554,24.677777777777777,79.33888888888889,14.0,33.68888888888889,79.33888888888889,20.66111111111111,14.0,79.33888888888889
1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.022222222222222,21.933333333333334,46.922222222222224,31.9,21.933333333333334,1.538888888888889,46.922222222222224,21.933333333333334,25.0,78.0,15.0,33.63333333333333,78.0,21.14444444444445,15.0,78.0
1,0,1,0,1,12.145682324328549,16.947365346931065,16.39363234596658,8.017558015836812,13.45825283598856,22.072237593818045,8.71192517965369,10.152587205813765,15.872222222222222,21.53333333333333,46.73888888888889,31.866666666666667,21.53333333333333,1.805555555555556,46.73888888888889,21.53333333333333,24.82777777777778,78.5111111111111,14.488888888888887,33.53888888888889,78.5111111111111,21.194444444444443,14.488888888888887,78.5111111111111
1,0,1,0,1,12.329261762123004,17.065711917200588,16.449957887199876,8.0374678986459,11.235863367119237,20.375851742102213,10.279469343799974,10.045978117195396,15.88888888888889,23.927777777777777,47.00555555555555,31.8,23.927777777777777,1.7055555555555555,47.00555555555555,23.927777777777777,24.366666666666667,79.0,14.0,33.611111111111114,79.0,20.927777777777777,14.0,79.0
1,0,1,0,1,11.547232162945107,19.443446465388025,21.60749293218722,8.630763071996626,12.285695169368644,17.770007419189383,8.205544120638448,10.177503967605189,15.794444444444444,24.32777777777778,45.94444444444444,31.02777777777778,24.32777777777778,1.7555555555555555,45.94444444444444,24.32777777777778,24.56111111111111,79.0,14.122222222222222,33.70555555555556,79.0,21.0,14.122222222222222,79.0
1,0,1,0,5,12.158563137301734,18.808571470299285,15.798661087355216,8.67332177267599,12.069728999563267,19.78525861761682,10.69317822827908,9.491531744170157,16.11111111111111,25.761111111111116,47.18888888888889,32.28333333333333,25.761111111111116,1.7444444444444445,47.18888888888889,25.761111111111116,24.683333333333334,78.0,18.0,34.57222222222222,78.0,22.0,18.0,78.0
1,0,1,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.955555555555556,21.93888888888889,46.80555555555556,31.83888888888889,21.93888888888889,1.6222222222222222,46.80555555555556,21.93888888888889,25.0,78.0,18.0,34.233333333333334,78.0,22.366666666666667,18.0,78.0
1,0,1,0,5,11.84011916529092,16.909997561846403,16.87276465232954,8.060846624800888,13.32950822654766,22.556425945538194,11.526677929374618,9.777543366446611,15.805555555555555,20.00555555555556,46.62222222222222,31.5,20.00555555555556,1.5722222222222222,46.62222222222222,20.00555555555556,25.0,78.0,17.683333333333334,34.522222222222226,78.0,22.427777777777777,17.683333333333334,78.0
1,0,1,0,5,11.834633477225427,18.25918221813515,16.94401236548528,8.105581905965664,10.871103008329964,18.54625500761079,10.182855314828132,10.206091306284309,15.9,19.572222222222223,46.97222222222222,31.75555555555556,19.572222222222223,1.7944444444444445,46.97222222222222,19.572222222222223,24.52777777777778,78.0,18.0,33.94444444444444,78.0,22.52777777777778,18.0,78.0
1,0,1,0,5,12.02982050905825,17.69113104691087,16.557475935241786,8.082275195022248,13.154043476276913,19.223879429830504,9.220262637921502,10.401368057368169,15.97222222222222,26.122222222222224,46.75555555555555,31.78333333333333,26.122222222222224,1.522222222222222,46.75555555555555,26.122222222222224,25.0,78.0,18.0,33.47222222222222,78.0,22.477777777777774,18.0,78.0
1,0,1,0,10,11.602085825972726,17.553841590529373,16.91791380024402,7.995092554722305,11.836986523121595,20.39892975005841,9.83400547642077,9.579549427163178,15.922222222222222,24.266666666666666,46.96666666666667,31.855555555555554,24.266666666666666,1.8222222222222224,46.96666666666667,24.266666666666666,24.0,77.0,18.0,34.45555555555556,77.0,22.683333333333334,18.0,77.0
1,0,1,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.205555555555556,21.8,47.07222222222222,32.11666666666667,21.8,1.7055555555555555,47.07222222222222,21.8,24.0,76.0,18.0,33.45555555555556,76.0,23.0,18.0,76.0
1,0,1,0,10,12.151281001256136,17.52475320636222,16.83770960937636,8.17757178924694,12.042397718687424,17.5764774217555,9.115394742082117,9.062151948019922,16.011111111111113,18.683333333333334,46.71111111111111,32.016666666666666,18.683333333333334,1.6555555555555554,46.71111111111111,18.683333333333334,24.0,76.02777777777777,18.0,35.294444444444444,76.02777777777777,23.0,18.0,76.02777777777777
1,0,1,0,10,11.41503927274647,19.57278438588901,16.407655520335343,8.690148086088811,10.453743343305176,19.314293461206944,11.757458133104135,9.117831708219152,16.072222222222223,23.016666666666666,47.01111111111111,31.7,23.016666666666666,1.5555555555555556,47.01111111111111,23.016666666666666,23.761111111111116,77.0,18.127777777777776,33.733333333333334,77.0,22.683333333333334,18.127777777777776,77.0
1,0,1,0,10,11.648320626318048,18.464737870181125,16.343239140691626,8.132314961017073,10.87169085946016,19.37133052337004,10.962195695640276,9.70385165906388,15.905555555555557,22.994444444444444,47.24444444444445,32.33888888888889,22.994444444444444,1.6055555555555556,47.24444444444445,22.994444444444444,24.0,76.68333333333334,18.0,33.922222222222224,76.68333333333334,23.0,18.0,76.68333333333334
1,0,0,1,1,11.79005479619346,17.342317333233055,16.216662666670015,8.024233058070726,7.314201025374,24.425319311679534,13.508676065322252,22.36755995648349,13.772222222222222,17.17222222222222,36.96111111111111,24.50555555555556,17.17222222222222,2.1777777777777776,36.96111111111111,17.17222222222222,25.0,77.72777777777777,14.683333333333334,34.22222222222222,77.72777777777777,21.41111111111111,14.683333333333334,77.72777777777777
1,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.983333333333333,21.6,36.66666666666666,23.366666666666667,21.6,2.25,36.66666666666666,21.6,24.683333333333334,77.0,15.316666666666666,33.93333333333333,77.0,21.366666666666667,15.316666666666666,77.0
1,0,0,1,1,11.521169056600348,16.10224560509,17.17985612850643,8.577247340629887,7.802622452971633,28.12970581154345,11.585865579827043,21.086594782399764,13.983333333333333,16.566666666666666,36.28333333333333,23.716666666666665,16.566666666666666,2.15,36.28333333333333,16.566666666666666,24.683333333333334,77.0,14.683333333333334,33.95,77.0,21.58333333333333,14.683333333333334,77.0
1,0,0,1,1,11.585836541889208,16.432274124933127,16.060982510818736,8.060092028930397,7.692162416722145,25.52747870288221,13.854665558186673,24.975232645058146,13.772222222222222,22.116666666666667,37.077777777777776,23.666666666666668,22.116666666666667,2.2777777777777777,37.077777777777776,22.116666666666667,24.683333333333334,77.0,15.0,34.36666666666667,77.0,21.044444444444444,15.0,77.0
1,0,0,1,1,11.814906119061895,16.811004411353508,15.6470876249314,8.098917203007158,6.569157934817654,24.32936073919468,14.973316144871363,26.016409333259208,13.983333333333333,18.4,36.53333333333333,23.6,18.4,2.3666666666666667,36.53333333333333,18.4,24.95,77.0,15.0,34.0,77.0,21.316666666666663,15.0,77.0
1,0,0,1,5,11.726250841506848,16.559399036152065,15.591185072533309,8.109167254166307,8.57920945283853,22.48532818829636,17.37041258029817,22.68961030452941,14.088888888888889,16.066666666666666,36.86666666666667,24.17222222222222,16.066666666666666,2.344444444444445,36.86666666666667,16.066666666666666,24.366666666666667,78.0,18.316666666666663,34.31666666666667,78.0,22.32777777777778,18.316666666666663,78.0
1,0,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.983333333333333,17.65,36.8,23.816666666666663,17.65,2.4166666666666665,36.8,17.65,24.683333333333334,78.0,17.55,34.766666666666666,78.0,22.133333333333333,17.55,78.0
1,0,0,1,5,13.366306205265971,16.6932383967635,14.49641521543052,8.051833304162374,7.057852159261423,24.898191043483667,15.241053166655416,17.693950412860325,13.983333333333333,18.966666666666665,36.5,23.83333333333333,18.966666666666665,2.316666666666667,36.5,18.966666666666665,24.683333333333334,78.0,17.683333333333334,34.0,78.0,22.366666666666667,17.683333333333334,78.0
1,0,0,1,5,11.81815026922066,16.70411118296066,25.803973339549625,8.112519403318823,6.814711955172895,23.64551866423372,16.04386692525256,23.54898332861867,13.544444444444444,15.583333333333334,35.16111111111111,23.022222222222226,15.583333333333334,2.1277777777777778,35.16111111111111,15.583333333333334,25.0,78.0,17.683333333333334,34.266666666666666,78.0,22.27777777777778,17.683333333333334,78.0
1,0,0,1,5,11.589788675404122,18.62512123361871,16.140507202918883,8.099105297161799,6.2758978732534265,20.32715678960549,12.002272260967098,26.545506695834195,14.088888888888889,17.316666666666666,37.17777777777778,23.95,17.316666666666666,2.227777777777778,37.17777777777778,17.316666666666666,24.544444444444444,78.0,18.0,34.36666666666667,78.0,22.683333333333334,18.0,78.0
1,0,0,1,10,11.458299274082629,18.14427424277961,16.535701546896576,8.108726782929676,6.99004285503917,21.10369707957759,13.61056576786433,24.36925023194172,13.983333333333333,22.1,36.833333333333336,23.85,22.1,2.183333333333333,36.833333333333336,22.1,24.0,76.0,18.0,34.36666666666667,76.0,23.0,18.0,76.0
1,0,0,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.983333333333333,20.316666666666663,37.1,24.116666666666667,20.316666666666663,2.2666666666666666,37.1,20.316666666666663,24.0,76.0,18.0,33.95,76.0,23.0,18.0,76.0
1,0,0,1,10,11.80184263701357,17.787406228242194,15.82310037314449,8.06308392729725,7.396426308385317,17.5497775437733,11.0060986019865,28.875979442407537,13.983333333333333,21.866666666666667,36.98333333333333,24.0,21.866666666666667,2.1666666666666665,36.98333333333333,21.866666666666667,24.0,76.0,18.0,34.75,76.0,23.0,18.0,76.0
1,0,0,1,10,11.849010131125604,17.13313629535559,14.49632023360354,8.633095290017502,7.883488068820451,21.41035737008349,15.497935993008086,27.316404463751983,14.3,17.4,36.75,24.08333333333333,17.4,2.283333333333333,36.75,17.4,24.0,76.0,18.0,34.31666666666667,76.0,22.2,18.0,76.0
1,0,0,1,10,12.288429305245934,19.49791987846001,14.286455442071082,8.62781218814274,7.008958409114976,19.252201354506923,12.380774087142672,24.730244825743444,13.983333333333333,19.78333333333333,36.86666666666667,23.883333333333333,19.78333333333333,2.3833333333333333,36.86666666666667,19.78333333333333,23.683333333333334,76.0,17.783333333333335,34.31666666666667,76.0,23.0,17.783333333333335,76.0
4,1,0,0,1,23.95196958679061,33.514793723994096,30.911506114306864,32.09893500259824,24.984142290103545,35.795428854082395,42.49654118330096,43.74428236156176,32.15555555555556,41.638888888888886,102.11111111111111,80.88333333333334,41.638888888888886,1.6944444444444444,102.11111111111111,41.638888888888886,24.694444444444443,76.49444444444444,27.47222222222222,52.71666666666667,76.49444444444444,20.31111111111111,27.47222222222222,76.49444444444444
4,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.75,44.422222222222224,104.03888888888888,73.46666666666667,44.422222222222224,1.5888888888888888,104.03888888888888,44.422222222222224,24.905555555555555,77.0,30.0,58.81111111111111,77.0,21.0,30.0,77.0
4,1,0,0,1,22.943596799257566,31.91686072005195,28.23836105505509,26.94113691157873,22.531866265433063,30.12098858173016,40.11666973207876,42.23310897169772,32.66111111111111,37.15,102.86111111111111,72.59444444444445,37.15,1.538888888888889,102.86111111111111,37.15,25.0,77.0,30.0,57.0,77.0,20.683333333333334,30.0,77.0
4,1,0,0,1,21.939633459058555,31.976220289432828,26.90803763009541,26.18116610173592,24.134951676476305,42.4929192875502,35.92822813242105,39.15688137832539,33.2,32.75,105.1,74.08333333333333,32.75,1.75,105.1,32.75,25.0,78.0,29.883333333333333,58.25,78.0,20.566666666666663,29.883333333333333,78.0
4,1,0,0,1,22.22685921768087,29.11360882190769,27.702372701787954,27.58756064084093,22.515418872170613,31.55784637195385,37.59863642900326,37.05015533646248,33.06666666666667,37.98888888888889,103.62777777777778,73.78333333333333,37.98888888888889,1.8,103.62777777777778,37.98888888888889,25.0,77.82777777777778,30.0,57.6,77.82777777777778,20.683333333333334,30.0,77.82777777777778
4,1,0,0,5,22.888285616877816,35.22297031351712,29.87463388773965,31.14801905457554,24.506029596538244,33.910308882812075,39.19672145438429,43.317446753061,33.03888888888889,55.44444444444444,104.27222222222224,79.71111111111111,55.44444444444444,1.6222222222222222,104.27222222222224,55.44444444444444,24.0,72.93333333333334,31.883333333333333,28.622222222222224,72.93333333333334,23.0,31.883333333333333,72.93333333333334
4,1,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.93888888888889,36.422222222222224,102.4888888888889,77.87777777777778,36.422222222222224,1.511111111111111,102.4888888888889,36.422222222222224,24.0,72.4888888888889,31.488888888888887,28.511111111111116,72.4888888888889,23.17222222222222,31.488888888888887,72.4888888888889
4,1,0,0,5,25.542206859025463,34.49470697134376,33.1440398593454,34.37530840015732,30.11119005861832,34.77742783343274,39.28724751754517,43.33392841241827,32.02777777777778,34.95555555555556,100.45,76.42222222222222,34.95555555555556,1.7777777777777777,100.45,34.95555555555556,24.0,72.53888888888889,31.77777777777778,28.77777777777778,72.53888888888889,23.0,31.77777777777778,72.53888888888889
4,1,0,0,5,24.36482835222697,31.701323719399053,30.282148528827328,32.15886254497443,26.18687492971124,35.27073999945666,39.26273263180823,37.829069749123946,32.833333333333336,49.94444444444444,103.22222222222224,78.70555555555555,49.94444444444444,1.6722222222222225,103.22222222222224,49.94444444444444,24.0,73.0,32.0,28.988888888888887,73.0,23.0,32.0,73.0
4,1,0,0,5,23.868145304667102,32.430008325101326,30.955274768209115,29.40486444650347,24.17496518714048,39.10942163565778,37.38926583277826,40.18148324485718,32.855555555555554,44.85,102.75555555555556,78.7611111111111,44.85,1.7222222222222223,102.75555555555556,44.85,24.0,72.58888888888889,31.58888888888889,28.72222222222222,72.58888888888889,23.27777777777778,31.58888888888889,72.58888888888889
4,1,0,0,10,23.44447834044049,33.529032498024094,32.97882080935732,31.8519320755064,24.51189811872916,34.671901750268155,41.21338717308581,43.17716628117653,32.7,33.46666666666667,103.03333333333332,78.58333333333333,33.46666666666667,1.5666666666666669,103.03333333333332,33.46666666666667,23.366666666666667,71.0,32.233333333333334,29.2,71.0,23.433333333333334,32.233333333333334,71.0
4,1,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,31.9,103.17777777777778,78.86111111111111,31.9,1.772222222222222,103.17777777777778,31.9,23.91111111111111,71.0,31.633333333333333,28.772222222222226,71.0,23.0,31.633333333333333,71.0
4,1,0,0,10,24.281158439715107,32.939229128590775,30.7391645285395,30.43016392621212,26.302040436171023,30.439068214655755,36.29609510620261,41.61952520970004,33.361111111111114,37.98888888888889,103.54444444444444,79.9888888888889,37.98888888888889,1.7222222222222223,103.54444444444444,37.98888888888889,24.0,71.0,31.72222222222222,28.72222222222222,71.0,23.0,31.72222222222222,71.0
4,1,0,0,10,23.540494424690635,32.066175037226614,29.805725067172418,31.179634437223367,28.662539692450984,38.07361837733831,38.34373981981003,42.87885444377743,32.833333333333336,35.416666666666664,102.33333333333331,78.25,35.416666666666664,1.6166666666666667,102.33333333333331,35.416666666666664,23.683333333333334,71.0,31.683333333333334,28.933333333333334,71.0,23.0,31.683333333333334,71.0
4,1,0,0,10,21.97795819328424,33.40404196660425,29.56556211437871,26.53996575650414,24.79764544889312,35.56591112466872,37.891121298525086,44.06322779215488,33.23888888888889,30.883333333333333,104.03888888888888,79.40555555555555,30.883333333333333,1.6666666666666667,104.03888888888888,30.883333333333333,23.372222222222224,71.0,31.627777777777776,28.683333333333334,71.0,23.0,31.627777777777776,71.0
4,0,1,0,1,27.89493434861105,39.21839679545906,36.39304645254645,42.7020993100719,28.62524346837705,42.225332423434544,47.92877212055155,43.46456749471169,45.327777777777776,59.266666666666666,127.87777777777778,84.18333333333334,59.266666666666666,4.538888888888889,127.87777777777778,59.266666666666666,24.366666666666667,76.35555555555555,30.00555555555556,57.98888888888889,76.35555555555555,21.0,30.00555555555556,76.35555555555555
4,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.93888888888889,51.766666666666666,129.73888888888888,84.8,51.766666666666666,4.583333333333333,129.73888888888888,51.766666666666666,25.0,76.0,30.544444444444444,58.08888888888889,76.0,21.45555555555556,30.544444444444444,76.0
4,0,1,0,1,27.048214633172755,39.86277589613283,35.14051336481906,45.71876778648419,31.422863839225588,33.122442405933604,43.397989837379576,43.22678821009272,46.68888888888889,45.75555555555555,131.45555555555555,86.4,45.75555555555555,4.394444444444445,131.45555555555555,45.75555555555555,25.0,75.17777777777778,30.68888888888889,57.68333333333333,75.17777777777778,21.194444444444443,30.68888888888889,75.17777777777778
4,0,1,0,1,26.3447577328611,40.23638389843113,35.565363965446444,44.79690909739791,32.1066061660531,32.88380404327826,45.444358333466994,42.449740056923886,46.35,76.17222222222222,131.61111111111111,86.95555555555555,76.17222222222222,4.855555555555555,131.61111111111111,76.17222222222222,25.0,75.93333333333334,29.694444444444443,57.144444444444446,75.93333333333334,21.0,29.694444444444443,75.93333333333334
4,0,1,0,1,27.35133563892602,39.4150477884639,33.83748354094181,42.35938688422255,30.40823311877517,34.23859815846162,44.206595603791456,42.818236996842096,46.52777777777778,52.90555555555556,131.2111111111111,86.99444444444444,52.90555555555556,4.561111111111111,131.2111111111111,52.90555555555556,25.0,75.0,30.0,58.31666666666667,75.0,21.122222222222224,30.0,75.0
4,0,1,0,5,28.93117107819565,43.88818986417964,36.50638974808542,45.76013947483331,33.93035297188402,34.99986433618722,44.98054672703751,45.00753182941221,45.75555555555555,45.355555555555554,128.03333333333333,92.20555555555556,45.355555555555554,4.461111111111111,128.03333333333333,45.355555555555554,23.75,72.68333333333334,31.566666666666663,28.877777777777776,72.68333333333334,23.122222222222224,31.566666666666663,72.68333333333334
4,0,1,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.766666666666666,61.266666666666666,119.88333333333334,85.48333333333333,61.266666666666666,4.283333333333333,119.88333333333334,61.266666666666666,24.0,73.0,31.78333333333333,28.78333333333333,73.0,23.216666666666665,31.78333333333333,73.0
4,0,1,0,5,30.708654044157303,46.04621650448252,41.72709853250439,46.77682481997181,35.67393924242572,41.951063884966565,45.36845243842697,48.93327655552758,42.00555555555555,53.98333333333333,117.68888888888888,84.46666666666667,53.98333333333333,4.322222222222222,117.68888888888888,53.98333333333333,23.68888888888889,72.58888888888889,31.272222222222226,28.727777777777774,72.58888888888889,23.272222222222226,31.272222222222226,72.58888888888889
4,0,1,0,5,29.298456220056963,42.1404286352013,38.14528981824407,49.74949170654405,29.92194623443608,38.707542250469686,47.71369436154297,46.20421570475433,45.51111111111111,47.99444444444445,127.37777777777778,90.94444444444444,47.99444444444445,4.422222222222223,127.37777777777778,47.99444444444445,24.0,72.31111111111112,31.933333333333334,28.933333333333334,72.31111111111112,23.066666666666663,31.933333333333334,72.31111111111112
4,0,1,0,5,29.93387432348001,44.53255571331438,40.25239661516199,48.35609827657618,36.62607760984297,36.84265231654291,56.8461300937832,46.34107800105003,43.93333333333333,59.97222222222222,123.16666666666669,87.22777777777777,59.97222222222222,4.361111111111111,123.16666666666669,59.97222222222222,24.0,72.67222222222222,31.68888888888889,28.683333333333334,72.67222222222222,23.32777777777778,31.68888888888889,72.67222222222222
4,0,1,0,10,27.56643580398376,41.74116581265901,36.85051405987566,48.462994449263775,32.14230328361424,36.437536567120944,47.47514661487072,43.50506974064143,46.02222222222223,56.105555555555554,129.31666666666666,91.97777777777776,56.105555555555554,4.488888888888889,129.31666666666666,56.105555555555554,23.683333333333334,71.0,31.372222222222224,29.0,71.0,23.0,31.372222222222224,71.0
4,0,1,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.82222222222222,70.41111111111111,126.55555555555556,90.31666666666666,70.41111111111111,4.322222222222222,126.55555555555556,70.41111111111111,24.0,71.0,32.0,28.727777777777774,71.0,23.0,32.0,71.0
4,0,1,0,10,29.206604102367464,43.04229014534695,37.27802959080211,47.13897190392159,31.29753507410662,34.611653330170874,52.636478776791286,46.51388214900432,44.96111111111111,70.33888888888889,127.69444444444444,91.43888888888888,70.33888888888889,4.361111111111111,127.69444444444444,70.33888888888889,24.0,71.0,31.988888888888887,28.98333333333333,71.0,23.011111111111116,31.988888888888887,71.0
4,0,1,0,10,30.504157165369392,44.16325314129667,39.9831980164528,51.86890625546684,36.54529867994175,40.70967974464948,48.6591273515452,49.50444870038877,42.72222222222222,62.62222222222222,120.38333333333334,86.2611111111111,62.62222222222222,4.455555555555556,120.38333333333334,62.62222222222222,24.0,71.0,31.75,28.877777777777776,71.0,23.0,31.75,71.0
4,0,1,0,10,30.14215673717332,49.3711574842657,38.37364782343343,49.98458390581488,33.493969739513865,41.9760441346859,55.09977160336452,48.89974122085362,43.03333333333333,55.77222222222223,121.23333333333332,86.30555555555556,55.77222222222223,4.4,121.23333333333332,55.77222222222223,23.694444444444443,71.0,31.383333333333333,28.622222222222224,71.0,22.683333333333334,31.383333333333333,71.0
4,0,0,1,1,24.24516013939805,36.064495065301095,29.137890747625686,39.07373886412686,28.26274970966824,32.81513859287966,43.09968683719924,38.24017346538604,47.46666666666667,75.31666666666666,127.41666666666669,82.21666666666667,75.31666666666666,5.233333333333333,127.41666666666669,75.31666666666666,25.0,76.0,30.0,58.0,76.0,21.08333333333333,30.0,76.0
4,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.01111111111111,46.833333333333336,120.62222222222222,77.3,46.833333333333336,4.95,120.62222222222222,46.833333333333336,25.0,75.0,30.372222222222224,58.43888888888889,75.0,22.0,30.372222222222224,75.0
4,0,0,1,1,27.151389080733924,36.46576350080818,33.215983609119945,35.957253014559825,29.623658484002924,34.93501267875229,48.62529312854484,40.5780104461026,46.54444444444445,71.31666666666666,124.9888888888889,80.96111111111111,71.31666666666666,5.572222222222222,124.9888888888889,71.31666666666666,25.0,75.0,31.0,57.45,75.0,22.0,31.0,75.0
