NUSER,LOAD,SR,REQ/s_home,RES_TIME_home,CPU_home,MEM_home,REQ/s_viewCart,RES_TIME_viewCart,CPU_viewCart,MEM_viewCart,REQ/s_addToCart,RES_TIME_addToCart,CPU_addToCart,MEM_addToCart,REQ/s_checkout,RES_TIME_checkout,CPU_checkout,MEM_checkout,REQ/s_cartEmpty,RES_TIME_cartEmpty,CPU_cartEmpty,MEM_cartEmpty,REQ/s_logout,RES_TIME_logout,CPU_logout,MEM_logout,REQ/s_viewProduct,RES_TIME_viewProduct,CPU_viewProduct,MEM_viewProduct,REQ/s_setCurrency,RES_TIME_setCurrency,CPU_setCurrency,MEM_setCurrency,CPU_adservice,MEM_adservice,CPU_emailservice,MEM_emailservice,CPU_paymentservice,MEM_paymentservice,CPU_recommendationservice,MEM_recommendationservice,CPU_redis-cart,MEM_redis-cart,CPU_shippingservice,MEM_shippingservice
1,stress_cart,1,4.852750016255317,21.60749293218722,45.94444444444444,14.122222222222222,0.6916563241559303,12.285695169368644,24.32777777777778,79.0,3.463859494361554,19.443446465388025,24.32777777777778,79.0,0.6916563241559303,17.770007419189383,1.7555555555555555,21.0,2.074968972467791,10.177503967605189,24.32777777777778,79.0,0.6916563241559303,8.205544120638448,45.94444444444444,14.122222222222222,6.927718988723108,11.547232162945107,15.794444444444444,24.56111111111111,0.697234197737833,8.630763071996626,31.02777777777778,33.705555555555556,5.338888888888889,142.0,2.0,70.0,1.0,19.316666666666666,10.75,56.0,2.7555555555555555,5.0,2.0722222222222224,19.366666666666667
1,stress_cart,5,4.996776090420022,15.798661087355216,47.18888888888889,18.0,0.7138251557742888,12.069728999563267,25.761111111111113,78.0,3.5691257788714443,18.808571470299285,25.761111111111113,78.0,0.7138251557742888,19.78525861761682,1.7444444444444445,22.0,2.13589870829338,9.491531744170157,25.761111111111113,78.0,0.7082483967448022,10.69317822827908,47.18888888888889,18.0,7.132674798713403,12.158563137301734,16.11111111111111,24.683333333333334,0.7138251557742888,8.67332177267599,32.28333333333333,34.57222222222222,4.405555555555556,142.0,2.0,62.0,1.0,28.255555555555556,11.044444444444444,54.74444444444445,3.061111111111111,11.0,2.172222222222222,20.0
1,stress_cart,5,0.0,0.0,46.80555555555556,18.0,0.0,0.0,21.93888888888889,78.0,0.0,0.0,21.93888888888889,78.0,0.0,0.0,1.6222222222222222,22.366666666666667,0.0,0.0,21.93888888888889,78.0,0.0,0.0,46.80555555555556,18.0,0.0,0.0,15.955555555555556,25.0,0.0,0.0,31.83888888888889,34.233333333333334,4.427777777777778,142.0,2.0,62.0,1.0,29.0,11.03888888888889,55.0,2.938888888888889,11.0,1.9388888888888889,20.0
1,stress_cart,5,4.985745826518767,16.87276465232954,46.62222222222222,17.683333333333334,0.7138428029020158,13.32950822654766,20.005555555555556,78.0,3.563637117612408,16.909997561846403,20.005555555555556,78.0,0.7138428029020158,22.556425945538194,1.5722222222222222,22.427777777777777,2.1303746149107035,9.777543366446611,20.005555555555556,78.0,0.7082659060043438,11.526677929374618,46.62222222222222,17.683333333333334,7.127274235224814,11.84011916529092,15.805555555555555,25.0,0.7138428029020158,8.060846624800888,31.5,34.522222222222226,4.4944444444444445,142.0,2.0,62.0,1.0,29.0,11.022222222222222,55.0,2.888888888888889,11.0,1.8888888888888888,20.255555555555556
1,stress_cart,5,4.9745183626737175,16.94401236548528,46.97222222222222,18.0,0.7082554171071325,10.871103008329964,19.572222222222223,78.0,3.558007528459453,18.25918221813515,19.572222222222223,78.0,0.7082554171071325,18.54625500761079,1.7944444444444445,22.52777777777778,2.130343065629328,10.206091306284309,19.572222222222223,78.0,0.7082554171071325,10.182855314828132,46.97222222222222,18.0,7.110438242610976,11.834633477225427,15.9,24.52777777777778,0.7138322314150627,8.105581905965664,31.755555555555556,33.94444444444444,4.3277777777777775,142.0,2.0,62.0,1.0,28.794444444444444,11.03888888888889,55.0,3.111111111111111,11.0,1.95,20.0
1,stress_cart,5,4.996915858441685,16.557475935241786,46.75555555555555,18.0,0.7138451226345265,13.154043476276913,26.122222222222224,78.0,3.569225613172632,17.69113104691087,26.122222222222224,78.0,0.7138451226345265,19.223879429830504,1.5222222222222221,22.477777777777778,2.14153536790358,10.401368057368169,26.122222222222224,78.0,0.7082682076139443,9.220262637921502,46.75555555555555,18.0,7.138451226345264,12.02982050905825,15.972222222222221,25.0,0.7138451226345265,8.082275195022248,31.783333333333335,33.47222222222222,4.561111111111111,142.0,2.0,62.0,1.0,28.0,11.005555555555556,55.0,2.838888888888889,11.0,2.361111111111111,20.0
1,stress_cart,10,5.011947552378296,16.91791380024402,46.96666666666667,18.0,0.7159925074826138,11.836986523121595,24.266666666666666,77.0,3.579962537413069,17.553841590529373,24.266666666666666,77.0,0.7159925074826138,20.39892975005841,1.8222222222222222,22.683333333333334,2.147977522447841,9.579549427163178,24.266666666666666,77.0,0.7159925074826138,9.83400547642077,46.96666666666667,18.0,7.1599250748261385,11.602085825972726,15.922222222222222,24.0,0.7159925074826138,7.995092554722305,31.855555555555554,34.455555555555556,4.655555555555556,142.0,2.0,62.0,1.0,29.177777777777777,10.78888888888889,55.0,3.2,17.0,2.327777777777778,20.177777777777777
1,stress_cart,10,0.0,0.0,47.07222222222222,18.0,0.0,0.0,21.8,76.0,0.0,0.0,21.8,76.0,0.0,0.0,1.7055555555555555,23.0,0.0,0.0,21.8,76.0,0.0,0.0,47.07222222222222,18.0,0.0,0.0,16.205555555555556,24.0,0.0,0.0,32.11666666666667,33.455555555555556,4.527777777777778,142.0,2.0,62.0,1.0,29.066666666666666,10.855555555555556,55.0,3.35,17.0,1.7722222222222221,20.61111111111111
1,stress_cart,10,5.010890158419323,16.83770960937636,46.71111111111111,18.0,0.7158414512027604,12.042397718687424,18.683333333333334,76.02777777777777,3.579207256013802,17.52475320636222,18.683333333333334,76.02777777777777,0.7158414512027604,17.5764774217555,1.6555555555555554,23.0,2.147524353608281,9.062151948019922,18.683333333333334,76.02777777777777,0.7158414512027604,9.115394742082117,46.71111111111111,18.0,7.158414512027603,12.151281001256136,16.011111111111113,24.0,0.7158414512027604,8.17757178924694,32.016666666666666,35.294444444444444,4.572222222222222,142.0,2.0,62.0,1.0,29.95,10.816666666666666,55.0,3.2888888888888888,17.0,2.2888888888888888,20.366666666666667
1,stress_cart,10,5.000270183295145,16.407655520335343,47.01111111111111,18.127777777777776,0.7143243118993063,10.453743343305176,23.016666666666666,77.0,3.571621559496532,19.57278438588901,23.016666666666666,77.0,0.7143243118993063,19.314293461206944,1.5555555555555556,22.683333333333334,2.142972935697919,9.117831708219152,23.016666666666666,77.0,0.7143243118993063,11.757458133104135,47.01111111111111,18.127777777777776,7.143243118993064,11.41503927274647,16.072222222222223,23.761111111111113,0.7143243118993063,8.690148086088811,31.7,33.733333333333334,4.411111111111111,142.0,2.0,62.0,1.0,29.0,10.805555555555555,55.0,3.033333333333333,17.0,2.111111111111111,20.555555555555557
1,stress_cart,10,5.010016027654067,16.343239140691626,47.24444444444445,18.0,0.7157165753791525,10.87169085946016,22.994444444444444,76.68333333333334,3.578582876895762,18.464737870181125,22.994444444444444,76.68333333333334,0.7157165753791525,19.37133052337004,1.6055555555555556,23.0,2.147149726137457,9.70385165906388,22.994444444444444,76.68333333333334,0.7157165753791525,10.962195695640276,47.24444444444445,18.0,7.157165753791524,11.648320626318048,15.905555555555555,24.0,0.7157165753791525,8.132314961017073,32.33888888888889,33.922222222222224,4.344444444444444,142.0,2.0,62.0,1.0,29.0,10.822222222222223,55.0,3.183333333333333,17.0,2.2111111111111112,20.711111111111112
1,stress_shop,1,3.08912361244594,16.216662666670015,36.96111111111111,14.683333333333334,1.54456180622297,7.314201025374,17.17222222222222,77.72777777777777,3.08912361244594,17.342317333233055,17.17222222222222,77.72777777777777,0.772280903111485,24.425319311679534,2.1777777777777776,21.41111111111111,0.772280903111485,22.36755995648349,17.17222222222222,77.72777777777777,0.772280903111485,13.508676065322252,36.96111111111111,14.683333333333334,5.405966321780395,11.79005479619346,13.772222222222222,25.0,0.772280903111485,8.024233058070726,24.505555555555556,34.22222222222222,3.3555555555555556,142.0,2.0,69.0,1.5888888888888888,21.272222222222222,10.016666666666667,55.41111111111111,2.588888888888889,5.0,2.1777777777777776,19.366666666666667
1,stress_shop,1,0.0,0.0,36.666666666666664,15.316666666666666,0.0,0.0,21.6,77.0,0.0,0.0,21.6,77.0,0.0,0.0,2.25,21.366666666666667,0.0,0.0,21.6,77.0,0.0,0.0,36.666666666666664,15.316666666666666,0.0,0.0,13.983333333333333,24.683333333333334,0.0,0.0,23.366666666666667,33.93333333333333,3.816666666666667,142.0,2.0,68.0,1.0,24.216666666666665,10.133333333333333,55.0,2.783333333333333,6.0,2.25,19.683333333333334
1,stress_shop,1,3.090002434279193,17.17985612850643,36.28333333333333,14.683333333333334,1.5450012171395966,7.802622452971633,16.566666666666666,77.0,3.090002434279193,16.10224560509,16.566666666666666,77.0,0.7725006085697983,28.12970581154345,2.15,21.583333333333332,0.7725006085697983,21.086594782399764,16.566666666666666,77.0,0.7725006085697983,11.585865579827043,36.28333333333333,14.683333333333334,5.407504259988587,11.521169056600348,13.983333333333333,24.683333333333334,0.7725006085697983,8.577247340629887,23.716666666666665,33.95,3.466666666666667,142.0,2.0,68.58333333333333,1.4166666666666667,23.683333333333334,10.166666666666666,55.0,2.7333333333333334,6.0,2.15,19.9
1,stress_shop,1,3.090658190443652,16.060982510818736,37.077777777777776,15.0,1.545329095221826,7.692162416722145,22.116666666666667,77.0,3.090658190443652,16.432274124933127,22.116666666666667,77.0,0.772664547610913,25.52747870288221,2.2777777777777777,21.044444444444444,0.772664547610913,24.975232645058146,22.116666666666667,77.0,0.772664547610913,13.854665558186673,37.077777777777776,15.0,5.408651833276391,11.585836541889208,13.772222222222222,24.683333333333334,0.772664547610913,8.060092028930397,23.666666666666668,34.36666666666667,3.55,142.0,2.0,69.0,1.6388888888888888,22.322222222222223,9.983333333333333,55.0,2.638888888888889,5.366666666666666,2.2777777777777777,20.0
1,stress_shop,1,3.087973983411305,15.6470876249314,36.53333333333333,15.0,1.5439869917056526,6.569157934817654,18.4,77.0,3.087973983411305,16.811004411353508,18.4,77.0,0.7719934958528263,24.32936073919468,2.3666666666666667,21.316666666666666,0.7719934958528263,26.016409333259208,18.4,77.0,0.7719934958528263,14.973316144871363,36.53333333333333,15.0,5.403954470969785,11.814906119061895,13.983333333333333,24.95,0.7719934958528263,8.098917203007158,23.6,34.0,3.3666666666666667,142.0,2.0,69.0,1.3166666666666667,23.0,9.883333333333333,55.0,2.683333333333333,6.0,2.3666666666666667,20.0
1,stress_shop,5,3.089007468586924,15.591185072533309,36.86666666666667,18.316666666666666,1.544503734293462,8.57920945283853,16.066666666666666,78.0,3.089007468586924,16.559399036152065,16.066666666666666,78.0,0.772251867146731,22.48532818829636,2.3444444444444446,22.32777777777778,0.772251867146731,22.68961030452941,16.066666666666666,78.0,0.772251867146731,17.37041258029817,36.86666666666667,18.316666666666666,5.405763070027118,11.726250841506848,14.088888888888889,24.366666666666667,0.772251867146731,8.109167254166307,24.17222222222222,34.31666666666667,3.0166666666666666,142.0,2.0,62.0,1.3166666666666667,29.0,10.066666666666666,55.0,2.988888888888889,11.0,2.3444444444444446,20.0
1,stress_shop,5,0.0,0.0,36.8,17.55,0.0,0.0,17.65,78.0,0.0,0.0,17.65,78.0,0.0,0.0,2.4166666666666665,22.133333333333333,0.0,0.0,17.65,78.0,0.0,0.0,36.8,17.55,0.0,0.0,13.983333333333333,24.683333333333334,0.0,0.0,23.816666666666666,34.766666666666666,3.283333333333333,142.0,2.0,62.0,1.0,28.0,10.183333333333334,55.0,2.8666666666666667,11.0,2.4166666666666665,20.0
1,stress_shop,5,3.090585187011131,14.49641521543052,36.5,17.683333333333334,1.5452925935055657,7.057852159261423,18.966666666666665,78.0,3.090585187011131,16.6932383967635,18.966666666666665,78.0,0.7726462967527827,24.898191043483667,2.316666666666667,22.366666666666667,0.7726462967527827,17.693950412860325,18.966666666666665,78.0,0.7726462967527827,15.241053166655416,36.5,17.683333333333334,5.408524077269479,13.366306205265971,13.983333333333333,24.683333333333334,0.7726462967527827,8.051833304162374,23.833333333333332,34.0,3.1333333333333333,142.0,2.0,62.0,1.0,28.316666666666666,10.216666666666667,55.0,2.816666666666667,11.0,2.316666666666667,20.0
1,stress_shop,5,2.9996455525988264,25.803973339549625,35.16111111111111,17.683333333333334,1.4998227762994132,6.814711955172895,15.583333333333334,78.0,2.9996455525988264,16.70411118296066,15.583333333333334,78.0,0.7499113881497066,23.64551866423372,2.1277777777777778,22.27777777777778,0.7499113881497066,23.54898332861867,15.583333333333334,78.0,0.7499113881497066,16.04386692525256,35.16111111111111,17.683333333333334,5.249379717047946,11.81815026922066,13.544444444444444,25.0,0.7499113881497066,8.112519403318823,23.022222222222222,34.266666666666666,3.1666666666666665,142.0,2.0,62.0,1.0,29.0,9.716666666666667,55.0,2.7222222222222223,11.0,2.1277777777777778,20.0
1,stress_shop,5,3.0882630488110285,16.140507202918883,37.17777777777778,18.0,1.5441315244055145,6.2758978732534265,17.316666666666666,78.0,3.0882630488110285,18.62512123361871,17.316666666666666,78.0,0.7720657622027571,20.32715678960549,2.227777777777778,22.683333333333334,0.7720657622027571,26.545506695834195,17.316666666666666,78.0,0.7720657622027571,12.002272260967098,37.17777777777778,18.0,5.4044603354193,11.589788675404122,14.088888888888889,24.544444444444444,0.7720657622027571,8.099105297161799,23.95,34.36666666666667,3.316666666666667,142.0,2.0,62.0,1.0,29.0,10.316666666666666,55.0,2.772222222222222,11.0,2.227777777777778,20.0
1,stress_shop,10,3.087887454315452,16.535701546896576,36.833333333333336,18.0,1.543943727157726,6.99004285503917,22.1,76.0,3.087887454315452,18.14427424277961,22.1,76.0,0.7719718635788629,21.10369707957759,2.183333333333333,23.0,0.7719718635788629,24.36925023194172,22.1,76.0,0.7719718635788629,13.61056576786433,36.833333333333336,18.0,5.403803045052039,11.458299274082629,13.983333333333333,24.0,0.7719718635788629,8.108726782929676,23.85,34.36666666666667,3.25,142.0,2.0,62.0,1.0,28.75,10.05,55.0,3.066666666666667,17.0,2.183333333333333,20.316666666666666
1,stress_shop,10,0.0,0.0,37.1,18.0,0.0,0.0,20.316666666666666,76.0,0.0,0.0,20.316666666666666,76.0,0.0,0.0,2.2666666666666666,23.0,0.0,0.0,20.316666666666666,76.0,0.0,0.0,37.1,18.0,0.0,0.0,13.983333333333333,24.0,0.0,0.0,24.116666666666667,33.95,3.216666666666667,142.0,2.0,62.0,1.0,28.683333333333334,10.233333333333333,55.0,3.2666666666666666,17.0,2.2666666666666666,20.366666666666667
1,stress_shop,10,3.092892644444724,15.82310037314449,36.983333333333334,18.0,1.546446322222362,7.396426308385317,21.866666666666667,76.0,3.092892644444724,17.787406228242194,21.866666666666667,76.0,0.7732231611111811,17.5497775437733,2.1666666666666665,23.0,0.7732231611111811,28.875979442407537,21.866666666666667,76.0,0.7732231611111811,11.0060986019865,36.983333333333334,18.0,5.412562127778267,11.80184263701357,13.983333333333333,24.0,0.7732231611111811,8.06308392729725,24.0,34.75,3.066666666666667,142.0,2.0,62.0,1.0,29.0,10.266666666666667,55.0,2.9,17.0,2.1666666666666665,20.266666666666666
1,stress_shop,10,3.090517743898313,14.49632023360354,36.75,18.0,1.5452588719491565,7.883488068820451,17.4,76.0,3.090517743898313,17.13313629535559,17.4,76.0,0.7726294359745782,21.41035737008349,2.283333333333333,22.2,0.7726294359745782,27.316404463751983,17.4,76.0,0.7726294359745782,15.497935993008086,36.75,18.0,5.408406051822047,11.849010131125604,14.3,24.0,0.7726294359745782,8.633095290017502,24.083333333333332,34.31666666666667,3.0833333333333335,142.0,2.0,62.0,1.0,28.8,10.016666666666667,55.0,2.8,17.0,2.283333333333333,20.2
